YEAR,COUNTRY,RENEWABLES_CAPACITY,SOLAR_CAPACITY,TOTAL_CAPACITY
2007,FR,27971.0,26.0,116410.0
2007,GB,8278.0,18.0,84294.0
2007,GE,0.0,0.0,0.0
2007,GR,4044.0,9.0,13686.0
2007,HR,2094.0,0.0,3906.0
2007,HU,435.0,0.0,8542.0
2007,IE,1535.0,0.0,7407.0
2007,IS,2244.0,0.0,2363.0
2007,IT,25291.0,110.0,93308.0
2007,LT,944.0,0.0,4588.0
2007,LU,1199.0,24.0,1684.0
2007,LV,1572.0,0.0,2133.0
2007,MD,0.0,0.0,0.0
2007,ME,676.0,0.0,895.0
2007,MK,546.0,0.0,1562.0
2007,MT,0.0,0.0,571.0
2007,NL,2348.0,54.0,23731.0
2007,NO,29392.0,8.0,29966.0
2007,PL,2707.0,0.0,32465.0
2007,PT,7614.0,24.0,15003.0
2007,RO,6349.0,0.0,19759.0
2007,RS,0.0,0.0,0.0
2007,SE,19947.0,6.0,34300.0
2007,SI,1040.0,0.0,3035.0
2007,SK,2657.0,0.0,7329.0
2007,TR,13652.0,0.0,40813.0
2007,UA,5138.0,0.0,53971.0
2007,XK,40.0,0.0,955.0
2008,AL,1457.0,0.0,1457.0
2008,AT,15184.0,49.0,20548.0
2008,BA,0.0,0.0,0.0
2008,BE,2407.0,62.0,16757.0
2008,BG,3104.0,0.0,9637.0
2008,CY,9.0,2.0,1205.0
2008,CZ,2650.0,40.0,17571.0
2008,DE,43611.0,6120.0,141996.0
2008,DK,3802.0,3.0,13002.0
2008,EE,94.0,0.0,2694.0
2008,ES,38979.0,3450.0,93653.0
2008,FI,5027.0,6.0,15612.0
2008,FR,29199.0,80.0,117574.0
2008,GB,9310.0,23.0,85764.0
2008,GE,0.0,0.0,0.0
2008,GR,4250.0,12.0,14253.0
2008,HR,2096.0,0.0,3908.0
2008,HU,561.0,1.0,8698.0
2008,IE,1590.0,0.0,7229.0
2008,IS,2455.0,0.0,2574.0
2008,IT,26835.0,483.0,98362.0
2008,LT,953.0,0.0,4630.0
2008,LU,1210.0,25.0,1698.0
2008,LV,1574.0,0.0,2155.0
2008,MD,0.0,0.0,0.0
2008,ME,676.0,0.0,895.0
2008,MK,552.0,0.0,1568.0
2008,MT,0.0,0.0,571.0
2008,NL,3029.0,59.0,24805.0
2008,NO,29902.0,0.0,30522.0
2008,PL,2953.0,0.0,32675.0
2008,PT,8305.0,59.0,15766.0
2008,RO,6382.0,0.0,19644.0
2008,RS,0.0,0.0,0.0
2008,SE,20044.0,8.0,33943.0
2008,SI,1085.0,1.0,2989.0
2008,SK,2704.0,0.0,7338.0
2008,TR,14325.0,0.0,41796.0
2008,UA,5166.0,0.0,54041.0
2008,XK,40.0,0.0,955.0
2009,AL,1459.0,0.0,1459.0
2009,AT,15447.0,71.0,20790.0
2009,BA,0.0,0.0,0.0
2009,BE,3209.0,386.0,17785.0
2009,BG,3345.0,2.0,9600.0
2009,CY,12.0,4.0,1425.0
2009,CZ,3192.0,465.0,18326.0
2009,DE,52412.0,10567.0,151270.0
2009,DK,4278.0,5.0,13393.0
2009,EE,171.0,0.0,2665.0
2009,ES,42130.0,3770.0,96576.0
2009,FI,5071.0,6.0,15456.0
2009,FR,30690.0,277.0,120522.0
2009,GB,10482.0,27.0,87458.0
2009,GE,0.0,0.0,0.0
2009,GR,4458.0,46.0,14627.0
2009,HR,2167.0,0.0,4059.0
2009,HU,745.0,1.0,8867.0
2009,IE,1828.0,1.0,7433.0
2009,IS,2451.0,0.0,2571.0
2009,IT,29377.0,1264.0,101250.0
2009,LT,998.0,0.0,4689.0
2009,LU,1212.0,26.0,1704.0
2009,LV,1575.0,0.0,2502.0
2009,MD,0.0,0.0,0.0
2009,ME,676.0,0.0,895.0
2009,MK,553.0,0.0,1599.0
2009,MT,0.0,0.0,571.0
2009,NL,3082.0,69.0,25921.0
2009,NO,30056.0,0.0,31220.0
2009,PL,3157.0,0.0,33030.0
2009,PT,8919.0,115.0,17403.0
2009,RO,6465.0,0.0,19551.0
2009,RS,0.0,0.0,0.0
2009,SE,21268.0,9.0,35285.0
2009,SI,1124.0,4.0,3050.0
2009,SK,2654.0,0.0,7134.0
2009,TR,15524.0,0.0,44739.0
2009,UA,5507.0,0.0,54385.0
2009,XK,40.0,0.0,955.0
2010,AL,1475.0,0.0,1475.0
2010,AT,14736.0,77.0,21136.0
2010,BA,985.5,0.0,1738.5
2010,BE,4099.0,835.0,18691.5
2010,BG,3596.0,25.0,11051.5
2010,CH,13877.0,71.0,17727.0
2010,CY,89.5,3.5,1513.5
2010,CZ,4452.5,1843.0,19505.5
2010,DE,59847.0,17303.5,157313.0
2010,DK,4288.5,3.5,13406.5
2010,EE,208.0,0.0,2617.5
2010,ES,44161.5,4378.5,96923.0
2010,FI,5264.5,3.5,16381.5
2010,FR,33049.0,903.0,123824.0
2010,GB,6247.666666666667,31.666666666666668,58694.333333333336
2010,GE,0.0,0.0,0.0
2010,GR,4646.5,177.5,14622.5
2010,HR,2229.0,0.0,4065.5
2010,HU,760.5,1.0,8873.0
2010,IE,1885.5,0.5,8284.5
2010,IS,2458.0,0.0,2579.0
2010,IT,32307.0,3531.0,106390.5
2010,LT,1053.0,0.0,3576.0
2010,LU,1219.5,28.0,1721.5
2010,LV,1618.0,0.0,2509.5
2010,MD,16.0,0.0,449.0
2010,ME,668.0,0.0,882.5
2010,MK,529.0,0.0,1650.5
2010,MT,1.0,1.0,572.0
2010,NL,3124.5,79.0,26041.0
2010,NO,30412.0,0.0,31716.5
2010,PL,3640.5,0.0,33333.5
2010,PT,9463.0,128.0,18418.5
2010,RO,6735.5,0.0,18483.0
2010,RS,1442.0,0.0,4179.5
2010,SE,21738.5,5.5,36077.5
2010,SI,1188.0,6.0,3117.0
2010,SK,2668.5,50.5,7817.0
2010,TR,17363.0,0.0,49502.0
2010,UA,5546.0,0.0,57212.0
2010,XK,43.0,0.0,958.0
2011,AL,754.0,0.0,754.0
2011,AT,15278.333333333334,124.0,22761.333333333332
2011,BA,1340.3333333333333,0.0,2345.6666666666665
2011,BE,4715.666666666667,1294.0,19721.666666666668
2011,BG,3624.6666666666665,102.66666666666667,11421.333333333334
2011,CH,14715.5,55.5,18550.5
2011,CY,101.66666666666667,6.666666666666667,1416.6666666666667
2011,CZ,4685.666666666667,2028.0,19010.333333333332
2011,DE,65344.333333333336,22107.666666666668,160393.33333333334
2011,DK,4361.0,15.0,12864.0
2011,EE,250.66666666666666,0.0,2622.0
2011,ES,45387.333333333336,4939.0,98211.66666666667
2011,FI,5257.666666666667,2.3333333333333335,16796.333333333332
2011,FR,34800.333333333336,2123.6666666666665,125285.33333333333
2011,GB,7634.9,250.025,64849.6875
2011,GE,0.0,0.0,0.0
2011,GR,5050.0,390.3333333333333,14849.0
2011,HR,2237.6666666666665,0.0,4097.666666666667
2011,HU,839.1999999999999,1.4666666666666668,9367.533333333333
2011,IE,2098.6666666666665,0.3333333333333333,8477.666666666666
2011,IS,2490.0,0.0,2580.6666666666665
2011,IT,39186.333333333336,8968.0,114278.0
2011,LT,1116.3333333333333,0.0,3679.3333333333335
2011,LU,1236.6666666666667,53.666666666666664,1748.6666666666667
2011,LV,1632.6666666666667,0.0,2517.6666666666665
2011,MD,16.0,0.0,503.0
2011,ME,656.0,0.0,872.3333333333334
2011,MK,553.6666666666666,0.6666666666666666,1701.3333333333333
2011,MT,8.0,5.0,579.0
2011,NI,390.0,0.0,2730.0
2011,NL,3000.0,100.0,26204.0
2011,NO,30630.333333333332,0.0,31909.0
2011,PL,4344.666666666667,0.6666666666666666,34313.0
2011,PT,10097.333333333334,155.66666666666666,18817.666666666668
2011,RO,6998.666666666667,0.3333333333333333,18011.333333333332
2011,RS,1839.3333333333333,0.0,5425.0
2011,SE,22016.666666666668,4.0,36024.666666666664
2011,SI,1192.3333333333333,19.0,3126.3333333333335
2011,SK,3075.0,374.3333333333333,8002.0
2011,TR,19079.0,0.0,52889.0
2011,UA,2896.5,74.0,28587.0
2011,XK,44.0,0.0,959.0
2012,AL,814.0,0.0,862.5
2012,AT,16058.0,178.33333333333334,23127.0
2012,BA,1340.3333333333333,0.0,2345.6666666666665
2012,BE,5750.666666666667,2057.3333333333335,20348.666666666668
2012,BG,4538.25,772.25,12939.0
2012,CH,14602.0,205.25,18632.0
2012,CY,169.0,22.333333333333332,1319.3333333333333
2012,CZ,4729.0,2036.0,19348.333333333332
2012,DE,77860.33333333333,30425.666666666668,173185.0
2012,DK,5229.333333333333,269.6666666666667,13350.0
2012,EE,365.3333333333333,0.0,2750.3333333333335
2012,ES,48259.666666666664,6119.666666666667,101531.33333333333
2012,FI,4890.5,2.6666666666666665,17087.75
2012,FR,36901.333333333336,3246.3333333333335,127600.33333333333
2012,GB,9342.25,438.25,65421.75
2012,GE,0.0,0.0,0.0
2012,GR,5716.125,949.75,15958.25
2012,HR,2345.6666666666665,2.6666666666666665,4168.0
2012,HU,710.0,4.133333333333334,9196.333333333334
2012,IE,2349.0,0.3333333333333333,8612.333333333334
2012,IS,2521.0,0.0,2609.6666666666665
2012,IT,48948.0,16101.666666666666,123407.33333333333
2012,LT,1201.6666666666667,5.0,3855.6666666666665
2012,LU,1255.6666666666667,35.0,1766.6666666666667
2012,LV,1688.0,0.0,2595.3333333333335
2012,MD,16.0,0.0,487.0
2012,ME,439.3333333333333,0.0,585.6666666666666
2012,MK,579.3333333333334,1.3333333333333333,1734.0
2012,MT,19.0,16.0,639.0
2012,NI,480.0,0.0,2810.0
2012,NL,3273.0,180.0,28243.0
2012,NO,31186.333333333332,0.0,32480.0
2012,PL,5184.0,0.6666666666666666,34991.333333333336
2012,PT,10524.666666666666,219.33333333333334,18891.0
2012,RO,7917.486666666665,20.57,19607.75333333333
2012,RS,1999.3333333333333,0.0,5661.666666666667
2012,SE,23124.666666666668,16.0,37572.0
2012,SI,1237.6666666666667,47.333333333333336,3168.3333333333335
2012,SK,3213.0,505.6666666666667,8241.333333333334
2012,TR,22174.0,0.0,57037.0
2012,UA,3018.5,159.5,27500.5
2012,XK,44.0,0.0,959.0
2013,AL,890.5,0.0,939.5
2013,AT,16080.333333333334,383.3333333333333,23571.333333333332
2013,BA,1353.6666666666667,0.0,2380.3333333333335
2013,BE,7056.666666666667,2677.3333333333335,20468.0
2013,BG,4810.333333333333,991.6666666666666,12988.0
2013,CH,14440.0,218.5,18328.5
2013,CY,188.66666666666666,28.333333333333332,1647.0
2013,CZ,4752.15,2082.1,20066.8
2013,DE,86025.33333333333,35541.333333333336,183382.33333333334
2013,DK,5806.835,473.45,13558.317500000001
2013,EE,355.65,0.0,2883.4
2013,ES,49914.0,6857.5,103836.0
2013,FI,5054.0,3.0,17310.25
2013,FR,38796.333333333336,4234.0,128218.33333333333
2013,GB,11373.25,734.25,64172.25
2013,GE,0.0,0.0,0.0
2013,GR,7039.25,2204.25,17369.0
2013,HR,2436.25,13.0,4285.25
2013,HU,704.3333333333334,12.333333333333334,8677.333333333334
2013,IE,2496.0,0.3333333333333333,8817.666666666666
2013,IS,2637.9333333333334,0.0,2726.6
2013,IT,51881.0,18201.666666666668,125082.66666666667
2013,LT,1345.0,48.666666666666664,4143.666666666667
2013,LU,1281.59375,81.50525,1791.0175
2013,LV,1767.7875,0.0375,2813.6625
2013,MD,19.0,0.0,487.0
2013,ME,653.6666666666666,0.0,870.0
2013,MK,609.6666666666666,2.3333333333333335,1761.0
2013,MT,31.0,28.0,651.0
2013,NI,570.0,0.0,2790.0
2013,NL,2747.75,532.0,29290.5
2013,NO,31639.5,0.0,32971.75
2013,PL,6187.333333333333,0.6666666666666666,35721.333333333336
2013,PT,10844.5,262.75,18090.75
2013,RO,9467.7625,546.5,21317.7625
2013,RS,3001.3333333333335,0.0,8083.0
2013,SE,23918.5,32.25,38282.75
2013,SI,1300.25,139.0,3347.575
2013,SK,3238.75,544.5,8260.0
2013,TR,25531.0,0.0,63949.0
2013,UA,3231.5,306.0,27957.0
2013,XK,44.0,0.0,959.0
2014,AL,862.5,0.0,911.5
2014,AT,16881.1687124,589.2488764,24118.375512399998
2014,BA,2046.3333333333333,0.0,3680.6666666666665
2014,BE,7291.333333333333,2897.6666666666665,20545.0
2014,BG,4961.625,1038.5,13050.375
2014,CH,14858.875,749.5,18875.625
2014,CY,225.0,64.66666666666667,1682.0
2014,CZ,4975.4800000000005,2081.48,20876.213333333333
2014,DE,91635.0,37403.666666666664,191764.0
2014,DK,6196.064,595.738,13643.458666666667
2014,EE,405.62399999999997,0.0,2759.4906666666666
2014,ES,50121.625,6980.25,104182.29166666666
2014,FI,5134.9,2.75,16557.3
2014,FR,39792.812,5142.594,126666.144
2014,GB,15714.33260793261,2303.8,67380.72795676983
2014,GE,0.0,0.0,0.0
2014,GR,7795.1,2534.6,17809.3
2014,HR,2495.6,25.25,4355.4
2014,HU,727.3333333333334,27.666666666666668,8545.0
2014,IE,2835.6,0.5,8926.733333333334
2014,IS,2638.9333333333334,0.0,2731.2666666666664
2014,IT,53398.338,18561.079999999998,120774.06533333333
2014,LT,1360.3333333333333,69.33333333333333,4007.6666666666665
2014,LU,1445.0544,87.5866,1954.0034
2014,LV,1736.736,0.136,2897.796
2014,MD,21.0,1.0,483.0
2014,ME,653.6666666666666,0.0,870.0
2014,MK,688.0,13.0,1865.3333333333333
2014,MT,58.0,55.0,678.0
2014,NI,620.0,0.0,2860.0
2014,NL,4431.25,952.0,32277.75
2014,NO,32002.65,0.0,33276.85
2014,PL,6687.280000000001,19.25,36494.32
2014,PT,11099.0,366.6,18000.1
2014,RO,10584.41,1128.4,22143.02
2014,RS,2999.3333333333335,2.0,8004.333333333333
2014,SE,24382.4,59.4,38644.2
2014,SI,1440.6,248.0,3571.6666666666665
2014,SK,3299.9,529.6,7955.0
2014,TR,27939.0,40.0,69448.0
2014,UA,3336.5,205.5,27921.5
2014,XK,44.0,0.0,959.0
2015,AL,1829.0,0.0,1928.0
2015,AT,16972.224415833334,727.1618208333333,23862.108415833336
2015,BA,2086.0,0.0,3810.3333333333335
2015,BE,7752.233444444445,3086.8888888888887,20907.90011111111
2015,BG,4776.01,914.8,12194.210000000001
2015,CH,13145.2,1069.3333333333333,16937.45
2015,CY,218.66666666666666,52.0,1708.6666666666667
2015,CZ,5134.75,2111.15,21194.100000000002
2015,DE,100924.47222222223,38992.61111111111,195503.8055555556
2015,DK,6670.796666666666,741.1666666666666,13982.013500000001
2015,EE,401.59833333333336,0.33999999999999997,2478.594722222222
2015,ES,51815.507905260776,6557.749444444445,104826.102114983
2015,FI,5585.75,28.75,16715.333333333332
2015,FR,39444.52,5178.666666666667,122103.91333333333
2015,GB,20882.375898950897,4068.6,81861.88908899082
2015,GE,0.0,0.0,0.0
2015,GR,8036.283333333333,2634.5,18202.416666666668
2015,HR,2637.5,36.0,4625.166666666667
2015,HU,856.6666666666666,76.33333333333333,8278.0
2015,IE,3013.6716666666666,0.5,9359.732777777777
2015,IS,2353.3333333333335,0.0,2392.3333333333335
2015,IT,51300.805,16732.183333333334,118735.055
2015,LT,1233.13,69.66666666666667,3597.9133333333334
2015,LU,1219.5,92.6,1645.9
2015,LV,1768.99,0.18,2934.5833333333335
2015,MD,21.0,1.0,491.0
2015,ME,653.6666666666666,0.0,866.6666666666666
2015,MK,696.0,16.666666666666668,1833.3333333333333
2015,MT,77.0,74.0,667.0
2015,NI,1140.0000000000002,60.0,3310.0
2015,NL,4680.833333333333,1476.6,31252.166666666668
2015,NO,31844.399999999998,0.0,33182.21666666667
2015,PL,7731.876000000001,68.446,36837.79666666667
2015,PT,11928.233333333332,399.2,18693.383333333335
2015,RO,11000.575416666667,1367.0,22273.91875
2015,RS,2988.3333333333335,3.0,8051.0
2015,SE,24846.0,83.2,39255.083333333336
2015,SI,1564.4866666666667,260.5083333333334,3655.092777777778
2015,SK,3337.938131333334,532.6666666666666,7853.547964666667
2015,TR,31515.0,249.0,73054.0
2015,UA,3398.88,220.5,29259.38
2015,XK,44.0,0.0,959.0
2016,AL,2011.0,0.0,2109.0
2016,AT,17520.8,970.25,23827.4375
2016,BA,2084.0,0.0,4149.0
2016,BE,7878.0,3300.0,21550.0
2016,BG,4907.5216666666665,1037.4966666666667,11911.404999999999
2016,CH,12796.506666666666,1394.0,16553.173333333336
2016,CY,252.0,84.0,1760.0
2016,CZ,5101.525,2057.475,21029.316666666666
2016,DE,109307.0,40716.0,208152.0
2016,DK,6631.30125,788.5,14510.42625
2016,EE,431.23,0.5466666666666667,2285.8433333333332
2016,ES,52474.848467250034,6933.482929750034,104746.77142808336
2016,FI,5946.5,17.5,15369.244444444446
2016,FR,39795.0275,5315.172500000001,120934.9575
2016,GB,29875.193771333332,7296.92685875,89960.64508125
2016,GE,2450.0,0.0,2450.0
2016,GR,8221.175,2563.5,18165.875
2016,HR,2682.5,51.0,4717.25
2016,HU,1004.0,220.0,8713.0
2016,IE,3154.876666666667,3.0,9353.076666666666
2016,IS,2655.0,0.0,2772.0
2016,IT,50902.0475,15655.5425,114450.5975
2016,LT,1520.0,70.0,3640.0
2016,LU,1113.5,81.33333333333333,1350.1666666666667
2016,LV,1736.53,0.5,2907.0325000000003
2016,MD,23.0,2.0,463.0
2016,ME,651.0,0.0,870.0
2016,MK,719.0,17.0,1823.0
2016,MT,98.0,93.0,573.0
2016,NL,6717.666666666667,1839.0,29006.25
2016,NO,31556.1125,0.0,32418.2875
2016,PL,8614.433333333332,150.08333333333334,37226.00666666666
2016,PT,12627.866250000001,402.8725,19347.45625
2016,RO,11003.5,1292.75,22617.25
2016,RS,3068.0,11.0,7291.0
2016,SE,23577.75,112.66666666666667,38504.25
2016,SI,1587.935,259.27,3615.6066666666666
2016,SK,3120.6525,531.0,7684.155
2016,TR,34445.0,833.0,78364.0
2016,UA,7095.0,425.0,57330.0
2016,XK,94.0,7.0,1009.0
2017,AT,17783.7,1085.0,23835.88333333333
2017,BG,5009.5575,1044.67,12371.057499999999
2017,CH,14071.583333333334,1664.0,17808.583333333332
2017,CZ,5020.633333333333,2045.5,20882.122222222224
2017,DK,6721.31,804.88,14672.828333333333
2017,EE,409.89333333333326,5.15,2125.026111111111
2017,ES,53126.51410933337,6901.603859333376,103734.61394600004
2017,FI,6188.25,0.0,15495.7
2017,FR,39808.67166666667,5230.753333333333,118590.19666666666
2017,GB,30016.2,7879.333333333333,86905.25555555556
2017,GR,8240.163333333332,2498.0833333333335,16828.066666666666
2017,HR,2707.0,51.0,4663.666666666667
2017,IE,3216.065,0.0,9729.115
2017,IT,50143.37966666667,14667.764333333334,113277.21299999999
2017,LU,882.75,64.5,1001.75
2017,LV,1736.88,0.0,2924.5099999999998
2017,NL,5195.833333333333,1557.0,27366.166666666668
2017,NO,31686.36666666667,5.9,32408.466666666664
2017,PL,9102.326666666666,235.77500000000003,39751.99111111111
2017,PT,13995.095000000001,413.6466666666667,20417.65166666667
2017,RO,10874.5,1269.6666666666667,22199.833333333332
2017,SE,22714.333333333332,127.0,37470.5
2017,SI,1591.1266666666668,272.34666666666664,3534.5422222222223
2017,SK,3060.3700000000003,530.0,7624.063333333333
2018,AT,18306.8,1253.0,24371.616666666665
2018,BG,5003.6,1047.5,12061.9
2018,CH,9954.333333333334,953.0,12505.0
2018,CZ,5039.333333333333,2048.6,14429.522222222222
2018,DK,7807.0075,999.05,14795.932499999999
2018,EE,448.3966666666667,5.15,2286.729444444444
2018,ES,53371.44214933337,6916.960232666709,103549.67231933337
2018,FI,6858.5,113.0,15932.083333333334
2018,FR,47998.47166666667,7622.06,131565.77833333335
2018,GB,27648.35222222222,4910.602222222221,83139.36666666667
2018,GR,5729.333333333333,1695.3333333333333,11595.666666666666
2018,HR,2730.7000000000003,52.0,4695.7
2018,IE,3216.065,0.0,9729.115
2018,IT,49134.666666666664,14975.666666666666,107137.5
2018,LU,897.75,64.5,1018.25
2018,LV,1723.6666666666667,1.0,2895.2333333333336
2018,NL,9013.75,3260.5,27150.833333333332
2018,NO,32287.846666666668,45.0,32837.81333333333
2018,PL,8905.67,315.01,39714.305
2018,PT,14203.463333333333,463.1000000000001,20601.904444444444
2018,RO,10912.516666666666,1285.0,22387.5
2018,SE,24631.666666666668,217.5,37954.5
2018,SI,1594.27,282.77,3784.7200000000003
2018,SK,2885.975,531.0,7238.46
2019,AT,18022.9,1405.85,23683.375
2019,BG,5048.0,1059.0,12758.0
2019,CH,15189.0,2171.0,19012.0
2019,CZ,5524.0,2049.0,20820.0
2019,EE,503.25500000000005,21.1,2604.8025
2019,ES,55523.299999999996,7655.050000000001,105095.54999999999
2019,FI,7382.0,3.0,17260.0
2019,FR,48226.0,8188.0,130653.0
2019,GB,35518.77833333333,7822.903333333332,91528.8
2019,GR,8317.0,2441.0,17131.0
2019,HR,2960.0,53.0,4972.0
2019,IE,3704.365,20.0,10316.665
2019,IT,46577.0,12458.5,104786.5
2019,LU,184.0,1.0,265.0
2019,LV,1774.5,3.0,2964.35
2019,NL,9844.0,3937.0,30531.0
2019,NO,28675.3,,28675.3
2019,PL,10061.47,430.13,44952.345
2019,PT,13247.8,323.5,19646.0
2019,RO,10376.0,1150.0,18837.0
2019,SE,23807.0,,40832.0
2019,SI,1569.34,275.34,3709.34
2020,ES,60482.0,12317.0,110904.0
2020,FR,49457.0,9438.0,131746.0
2020,IE,4966.0,53.0,11050.0
